O*NET-SOC Code,Element Name,Scale ID,Data Value,OCC_CODE,LV
19-3092.00,Systems Analysis,IM,3.38,19-3092,3.62
19-3093.00,Reading Comprehension,IM,4.75,19-3093,4.88
19-3093.00,Critical Thinking,IM,4.12,19-3093,4.12
19-3093.00,Active Listening,IM,4,19-3093,4
19-3093.00,Writing,IM,4,19-3093,4.88
19-3093.00,Speaking,IM,3.88,19-3093,4.12
19-3093.00,Active Learning,IM,3.75,19-3093,3.75
19-3093.00,Social Perceptiveness,IM,3.38,19-3093,3.38
19-3093.00,Instructing,IM,3.25,19-3093,3.38
19-3093.00,Complex Problem Solving,IM,3.12,19-3093,3.12
19-3093.00,Judgment and Decision Making,IM,3.12,19-3093,3.38
19-3094.00,Reading Comprehension,IM,4.25,19-3094,4.88
19-3094.00,Active Learning,IM,4.12,19-3094,4.12
19-3094.00,Active Listening,IM,4.12,19-3094,4.62
19-3094.00,Speaking,IM,4.12,19-3094,4.75
19-3094.00,Critical Thinking,IM,4,19-3094,4.75
19-3094.00,Writing,IM,4,19-3094,4.62
19-3094.00,Social Perceptiveness,IM,3.75,19-3094,3.75
19-3094.00,Complex Problem Solving,IM,3.62,19-3094,3.75
19-3094.00,Judgment and Decision Making,IM,3.62,19-3094,3.88
19-3094.00,Instructing,IM,3.5,19-3094,3.5
19-3099.01,Active Listening,IM,4,19-3099,4.12
19-3099.01,Complex Problem Solving,IM,4,19-3099,4.12
19-3099.01,Critical Thinking,IM,4,19-3099,4.25
19-3099.01,Reading Comprehension,IM,4,19-3099,4.25
19-3099.01,Speaking,IM,4,19-3099,4.12
19-3099.01,Writing,IM,4,19-3099,4.12
19-3099.01,Judgment and Decision Making,IM,3.88,19-3099,4.12
19-3099.01,Active Learning,IM,3.75,19-3099,4.12
19-3099.01,Systems Evaluation,IM,3.75,19-3099,4.12
19-3099.01,Coordination,IM,3.62,19-3099,3.75
19-4012.00,Reading Comprehension,IM,3.38,19-4012,3.5
19-4012.00,Active Listening,IM,3.25,19-4012,3.25
19-4012.00,Critical Thinking,IM,3.25,19-4012,3.5
19-4012.00,Active Learning,IM,3.12,19-4012,3.12
19-4012.00,Judgment and Decision Making,IM,3.12,19-4012,3
19-4012.00,Monitoring,IM,3.12,19-4012,3.12
19-4012.00,Writing,IM,3.12,19-4012,3.38
19-4012.00,Coordination,IM,3,19-4012,3
19-4012.00,Instructing,IM,3,19-4012,3
19-4012.00,Operations Monitoring,IM,3,19-4012,3
19-4012.01,Reading Comprehension,IM,3.88,19-4012,4
19-4012.01,Active Listening,IM,3.75,19-4012,3.88
19-4012.01,Critical Thinking,IM,3.75,19-4012,3.62
19-4012.01,Speaking,IM,3.75,19-4012,3.5
19-4012.01,Writing,IM,3.5,19-4012,3.5
19-4012.01,Active Learning,IM,3.38,19-4012,3.75
19-4012.01,Complex Problem Solving,IM,3.38,19-4012,3.25
19-4012.01,Judgment and Decision Making,IM,3.25,19-4012,3.5
19-4012.01,Mathematics,IM,3.25,19-4012,3.25
19-4012.01,Monitoring,IM,3.25,19-4012,3.5
19-4013.00,Reading Comprehension,IM,3.75,19-4013,3.88
19-4013.00,Active Listening,IM,3.5,19-4013,3.12
19-4013.00,Speaking,IM,3.5,19-4013,3.38
19-4013.00,Writing,IM,3.5,19-4013,3.38
19-4013.00,Critical Thinking,IM,3.25,19-4013,3.38
19-4013.00,Science,IM,3.25,19-4013,3.25
19-4013.00,Complex Problem Solving,IM,3.12,19-4013,3
19-4013.00,Coordination,IM,3.12,19-4013,3.12
19-4013.00,Monitoring,IM,3.12,19-4013,3.12
19-4013.00,Quality Control Analysis,IM,3.12,19-4013,3
19-4021.00,Reading Comprehension,IM,4,19-4021,4.62
19-4021.00,Critical Thinking,IM,3.88,19-4021,4
19-4021.00,Active Listening,IM,3.75,19-4021,3.75
19-4021.00,Science,IM,3.75,19-4021,3.62
19-4021.00,Active Learning,IM,3.5,19-4021,3.88
19-4021.00,Writing,IM,3.38,19-4021,3.75
19-4021.00,Complex Problem Solving,IM,3.25,19-4021,3.5
19-4021.00,Monitoring,IM,3.25,19-4021,3.75
19-4021.00,Speaking,IM,3.25,19-4021,3.75
19-4021.00,Judgment and Decision Making,IM,3.12,19-4021,3.5
19-4031.00,Science,IM,4.12,19-4031,4.12
19-4031.00,Critical Thinking,IM,4,19-4031,4.12
19-4031.00,Reading Comprehension,IM,4,19-4031,4.12
19-4031.00,Active Listening,IM,3.88,19-4031,3.88
19-4031.00,Monitoring,IM,3.88,19-4031,3.88
19-4031.00,Writing,IM,3.88,19-4031,4
19-4031.00,Active Learning,IM,3.38,19-4031,3.25
19-4031.00,Speaking,IM,3.38,19-4031,3.38
19-4031.00,Operations Monitoring,IM,3.25,19-4031,3.25
19-4031.00,Complex Problem Solving,IM,3.12,19-4031,3.12
19-4042.00,Reading Comprehension,IM,4,19-4042,4.12
19-4042.00,Active Listening,IM,3.88,19-4042,4
19-4042.00,Speaking,IM,3.88,19-4042,4
19-4042.00,Writing,IM,3.88,19-4042,4
19-4042.00,Critical Thinking,IM,3.75,19-4042,3.75
19-4042.00,Monitoring,IM,3.38,19-4042,3.75
19-4042.00,Science,IM,3.38,19-4042,3.38
19-4042.00,Complex Problem Solving,IM,3.25,19-4042,3.5
19-4042.00,Judgment and Decision Making,IM,3.25,19-4042,3.25
19-4042.00,Active Learning,IM,3.12,19-4042,3.12
19-4043.00,Reading Comprehension,IM,3.75,19-4043,4
19-4043.00,Critical Thinking,IM,3.5,19-4043,3.25
19-4043.00,Monitoring,IM,3.25,19-4043,3.25
19-4043.00,Time Management,IM,3.25,19-4043,3.12
19-4043.00,Writing,IM,3.25,19-4043,3.5
19-4043.00,Active Listening,IM,3.12,19-4043,3.5
19-4043.00,Complex Problem Solving,IM,3.12,19-4043,3.25
19-4043.00,Judgment and Decision Making,IM,3.12,19-4043,3
19-4043.00,Coordination,IM,3,19-4043,3
19-4043.00,Operations Monitoring,IM,3,19-4043,2.62
19-4051.00,Operations Monitoring,IM,3.88,19-4051,4.12
19-4051.00,Monitoring,IM,3.75,19-4051,3.5
19-4051.00,Active Listening,IM,3.62,19-4051,3.75
19-4051.00,Critical Thinking,IM,3.62,19-4051,3.38
19-4051.00,Reading Comprehension,IM,3.62,19-4051,3.62
19-4051.00,Quality Control Analysis,IM,3.5,19-4051,3.62
19-4051.00,Active Learning,IM,3.38,19-4051,2.88
19-4051.00,Complex Problem Solving,IM,3.25,19-4051,3.12
19-4051.00,Judgment and Decision Making,IM,3.25,19-4051,3.25
19-4051.00,Operation and Control,IM,3.25,19-4051,3.5
19-4051.02,Active Listening,IM,3.88,19-4051,3.88
19-4051.02,Critical Thinking,IM,3.88,19-4051,4
19-4051.02,Monitoring,IM,3.88,19-4051,4
19-4051.02,Operations Monitoring,IM,3.75,19-4051,3.62
19-4051.02,Reading Comprehension,IM,3.75,19-4051,4
19-4051.02,Speaking,IM,3.5,19-4051,3.38
19-4051.02,Judgment and Decision Making,IM,3.38,19-4051,3.38
19-4051.02,Instructing,IM,3.25,19-4051,3
19-4051.02,Complex Problem Solving,IM,3.12,19-4051,3.12
19-4051.02,Learning Strategies,IM,3.12,19-4051,3.25
19-4061.00,Reading Comprehension,IM,4,19-4061,4.75
19-4061.00,Active Listening,IM,3.75,19-4061,4.12
19-4061.00,Critical Thinking,IM,3.75,19-4061,3.88
19-4061.00,Writing,IM,3.75,19-4061,3.88
19-4061.00,Complex Problem Solving,IM,3.38,19-4061,3.12
19-4061.00,Speaking,IM,3.38,19-4061,3.75
19-4061.00,Science,IM,3.25,19-4061,3.38
19-4061.00,Active Learning,IM,3.12,19-4061,3.62
19-4061.00,Judgment and Decision Making,IM,3.12,19-4061,3.12
19-4061.00,Mathematics,IM,3.12,19-4061,3.88
19-4071.00,Active Listening,IM,3.75,19-4071,3.75
19-4071.00,Critical Thinking,IM,3.75,19-4071,3.38
19-4071.00,Reading Comprehension,IM,3.38,19-4071,3.75
19-4071.00,Judgment and Decision Making,IM,3.25,19-4071,3.38
19-4071.00,Speaking,IM,3.25,19-4071,3.5
19-4071.00,Time Management,IM,3.25,19-4071,3.25
19-4071.00,Coordination,IM,3.12,19-4071,3.25
19-4071.00,Instructing,IM,3.12,19-4071,3
19-4071.00,Monitoring,IM,3.12,19-4071,3.62
19-4071.00,Social Perceptiveness,IM,3.12,19-4071,3.12
19-4092.00,Active Listening,IM,4,19-4092,4.12
19-4092.00,Critical Thinking,IM,4,19-4092,4.12
19-4092.00,Reading Comprehension,IM,4,19-4092,4.12
19-4092.00,Speaking,IM,4,19-4092,4.12
19-4092.00,Writing,IM,4,19-4092,4.12
19-4092.00,Complex Problem Solving,IM,3.62,19-4092,3.62
19-4092.00,Active Learning,IM,3.38,19-4092,3.88
19-4092.00,Judgment and Decision Making,IM,3.25,19-4092,3.62
19-4092.00,Monitoring,IM,3.25,19-4092,3.25
19-4092.00,Science,IM,3.25,19-4092,3.5
19-4099.01,Quality Control Analysis,IM,4,19-4099,4
19-4099.01,Monitoring,IM,3.75,19-4099,3.88
19-4099.01,Reading Comprehension,IM,3.75,19-4099,3.88
19-4099.01,Active Listening,IM,3.38,19-4099,3.75
19-4099.01,Complex Problem Solving,IM,3.38,19-4099,3.25
19-4099.01,Critical Thinking,IM,3.25,19-4099,3.62
19-4099.01,Operations Monitoring,IM,3.25,19-4099,3.25
19-4099.01,Writing,IM,3.25,19-4099,3.38
19-4099.01,Active Learning,IM,3.12,19-4099,3.12
19-4099.01,Speaking,IM,3.12,19-4099,3.62
19-4099.03,Critical Thinking,IM,3.75,19-4099,3.88
19-4099.03,Mathematics,IM,3.5,19-4099,3.88
19-4099.03,Reading Comprehension,IM,3.5,19-4099,4.12
19-4099.03,Speaking,IM,3.5,19-4099,3.62
19-4099.03,Active Listening,IM,3.38,19-4099,3.75
19-4099.03,Judgment and Decision Making,IM,3.38,19-4099,3.62
19-4099.03,Monitoring,IM,3.38,19-4099,3.62
19-4099.03,Systems Analysis,IM,3.38,19-4099,3.12
19-4099.03,Complex Problem Solving,IM,3.25,19-4099,3.38
19-4099.03,Writing,IM,3.25,19-4099,3.75
19-5011.00,Active Listening,IM,4,19-5011,4
19-5011.00,Reading Comprehension,IM,4,19-5011,4
19-5011.00,Speaking,IM,4,19-5011,4
19-5011.00,Writing,IM,4,19-5011,4
19-5011.00,Complex Problem Solving,IM,3.75,19-5011,3.62
19-5011.00,Critical Thinking,IM,3.75,19-5011,4
19-5011.00,Judgment and Decision Making,IM,3.75,19-5011,3.75
19-5011.00,Social Perceptiveness,IM,3.75,19-5011,3.75
19-5011.00,Systems Analysis,IM,3.75,19-5011,3.62
19-5011.00,Systems Evaluation,IM,3.75,19-5011,3.75
19-5012.00,Active Listening,IM,4,19-5012,4
19-5012.00,Critical Thinking,IM,3.88,19-5012,4
19-5012.00,Reading Comprehension,IM,3.88,19-5012,3.88
19-5012.00,Speaking,IM,3.88,19-5012,3.75
19-5012.00,Writing,IM,3.75,19-5012,3.88
19-5012.00,Complex Problem Solving,IM,3.25,19-5012,3.25
19-5012.00,Judgment and Decision Making,IM,3.25,19-5012,3.25
19-5012.00,Monitoring,IM,3.25,19-5012,3.75
19-5012.00,Active Learning,IM,3.12,19-5012,3.12
19-5012.00,Negotiation,IM,3.12,19-5012,3
21-1011.00,Active Listening,IM,4.25,21-1011,4.38
21-1011.00,Speaking,IM,4.25,21-1011,4.25
21-1011.00,Critical Thinking,IM,4.12,21-1011,4.12
21-1011.00,Social Perceptiveness,IM,4.12,21-1011,5
21-1011.00,Monitoring,IM,4,21-1011,4
21-1011.00,Reading Comprehension,IM,4,21-1011,4.25
21-1011.00,Writing,IM,4,21-1011,4
21-1011.00,Judgment and Decision Making,IM,3.88,21-1011,3.88
21-1011.00,Persuasion,IM,3.88,21-1011,3.75
21-1011.00,Service Orientation,IM,3.88,21-1011,4
21-1012.00,Active Listening,IM,4.38,21-1012,4.12
21-1012.00,Social Perceptiveness,IM,4.12,21-1012,4.88
21-1012.00,Speaking,IM,4.12,21-1012,4
21-1012.00,Service Orientation,IM,4,21-1012,4
21-1012.00,Critical Thinking,IM,3.88,21-1012,4
21-1012.00,Reading Comprehension,IM,3.88,21-1012,4.25
21-1012.00,Writing,IM,3.88,21-1012,4
21-1012.00,Active Learning,IM,3.75,21-1012,4
21-1012.00,Complex Problem Solving,IM,3.75,21-1012,3.75
21-1012.00,Learning Strategies,IM,3.75,21-1012,3.75
21-1013.00,Active Listening,IM,4.88,21-1013,5
21-1013.00,Social Perceptiveness,IM,4.38,21-1013,5.75
21-1013.00,Speaking,IM,4.25,21-1013,4.25
21-1013.00,Complex Problem Solving,IM,4,21-1013,4.12
21-1013.00,Judgment and Decision Making,IM,4,21-1013,4.25
21-1013.00,Reading Comprehension,IM,4,21-1013,4.25
21-1013.00,Service Orientation,IM,4,21-1013,4.25
21-1013.00,Writing,IM,4,21-1013,4.25
21-1013.00,Critical Thinking,IM,3.88,21-1013,4.25
21-1013.00,Active Learning,IM,3.75,21-1013,4.25
21-1014.00,Social Perceptiveness,IM,4.88,21-1014,5.62
21-1014.00,Active Listening,IM,4.75,21-1014,4.88
21-1014.00,Speaking,IM,4.25,21-1014,4.25
21-1014.00,Reading Comprehension,IM,4.12,21-1014,4.62
21-1014.00,Service Orientation,IM,4,21-1014,4
21-1014.00,Writing,IM,4,21-1014,4.25
21-1014.00,Judgment and Decision Making,IM,3.88,21-1014,4
21-1014.00,Monitoring,IM,3.88,21-1014,4
21-1014.00,Critical Thinking,IM,3.75,21-1014,4.5
21-1014.00,Complex Problem Solving,IM,3.62,21-1014,3.75
21-1015.00,Active Listening,IM,4,21-1015,4.12
21-1015.00,Service Orientation,IM,4,21-1015,4
21-1015.00,Social Perceptiveness,IM,4,21-1015,4.88
21-1015.00,Speaking,IM,4,21-1015,4
21-1015.00,Monitoring,IM,3.88,21-1015,4.12
21-1015.00,Reading Comprehension,IM,3.75,21-1015,4
21-1015.00,Coordination,IM,3.62,21-1015,3.75
21-1015.00,Critical Thinking,IM,3.62,21-1015,3.88
21-1015.00,Writing,IM,3.62,21-1015,4
21-1015.00,Judgment and Decision Making,IM,3.38,21-1015,3.62
21-1021.00,Active Listening,IM,4.88,21-1021,4.75
21-1021.00,Speaking,IM,4.5,21-1021,4.12
21-1021.00,Critical Thinking,IM,4.12,21-1021,4.25
21-1021.00,Social Perceptiveness,IM,4.12,21-1021,4.62
21-1021.00,Judgment and Decision Making,IM,4,21-1021,4
21-1021.00,Reading Comprehension,IM,4,21-1021,4.12
21-1021.00,Service Orientation,IM,4,21-1021,4.12
21-1021.00,Complex Problem Solving,IM,3.88,21-1021,3.5
21-1021.00,Monitoring,IM,3.88,21-1021,3.88
21-1021.00,Coordination,IM,3.75,21-1021,3.88
21-1022.00,Social Perceptiveness,IM,4.25,21-1022,5.12
21-1022.00,Service Orientation,IM,4.12,21-1022,4.38
21-1022.00,Speaking,IM,4.12,21-1022,4.25
21-1022.00,Active Listening,IM,4,21-1022,4.75
21-1022.00,Coordination,IM,4,21-1022,4
21-1022.00,Critical Thinking,IM,4,21-1022,4
21-1022.00,Reading Comprehension,IM,4,21-1022,4.25
21-1022.00,Complex Problem Solving,IM,3.88,21-1022,3.88
21-1022.00,Writing,IM,3.88,21-1022,4.12
21-1022.00,Active Learning,IM,3.75,21-1022,4
21-1023.00,Social Perceptiveness,IM,4.25,21-1023,5.12
21-1023.00,Active Listening,IM,4.12,21-1023,4
21-1023.00,Speaking,IM,4.12,21-1023,4
21-1023.00,Critical Thinking,IM,4,21-1023,4
21-1023.00,Monitoring,IM,4,21-1023,4
21-1023.00,Reading Comprehension,IM,4,21-1023,4.12
21-1023.00,Complex Problem Solving,IM,3.88,21-1023,4
21-1023.00,Coordination,IM,3.88,21-1023,4
21-1023.00,Service Orientation,IM,3.88,21-1023,4.12
21-1023.00,Learning Strategies,IM,3.75,21-1023,3.88
21-1091.00,Active Listening,IM,4.12,21-1091,4
21-1091.00,Speaking,IM,4.12,21-1091,4.25
21-1091.00,Writing,IM,4.12,21-1091,4
21-1091.00,Learning Strategies,IM,4,21-1091,4.12
21-1091.00,Active Learning,IM,3.88,21-1091,3.62
21-1091.00,Social Perceptiveness,IM,3.88,21-1091,3.88
21-1091.00,Critical Thinking,IM,3.75,21-1091,4
21-1091.00,Reading Comprehension,IM,3.75,21-1091,4
21-1091.00,Coordination,IM,3.62,21-1091,3.25
21-1091.00,Instructing,IM,3.38,21-1091,3.25
21-1092.00,Active Listening,IM,4,21-1092,4
21-1092.00,Social Perceptiveness,IM,4,21-1092,4.38
21-1092.00,Speaking,IM,4,21-1092,4
21-1092.00,Critical Thinking,IM,3.88,21-1092,4
21-1092.00,Reading Comprehension,IM,3.88,21-1092,4.12
21-1092.00,Complex Problem Solving,IM,3.75,21-1092,3.38
21-1092.00,Monitoring,IM,3.75,21-1092,3.88
21-1092.00,Writing,IM,3.75,21-1092,3.88
21-1092.00,Judgment and Decision Making,IM,3.62,21-1092,3.75
21-1092.00,Active Learning,IM,3.38,21-1092,3.25
21-1093.00,Active Listening,IM,4,21-1093,4
21-1093.00,Social Perceptiveness,IM,4,21-1093,4.12
21-1093.00,Speaking,IM,4,21-1093,4.12
21-1093.00,Service Orientation,IM,3.88,21-1093,4
21-1093.00,Coordination,IM,3.75,21-1093,3.38
21-1093.00,Reading Comprehension,IM,3.75,21-1093,4
21-1093.00,Critical Thinking,IM,3.62,21-1093,4
21-1093.00,Monitoring,IM,3.62,21-1093,3.75
21-1093.00,Writing,IM,3.62,21-1093,3.88
21-1093.00,Persuasion,IM,3.38,21-1093,3.38
21-1094.00,Active Listening,IM,4.12,21-1094,4
21-1094.00,Social Perceptiveness,IM,4.12,21-1094,4.25
21-1094.00,Speaking,IM,4.12,21-1094,4
21-1094.00,Writing,IM,4,21-1094,3.88
21-1094.00,Reading Comprehension,IM,3.88,21-1094,4
21-1094.00,Service Orientation,IM,3.88,21-1094,3.88
21-1094.00,Critical Thinking,IM,3.75,21-1094,3.75
21-1094.00,Active Learning,IM,3.62,21-1094,3.62
21-1094.00,Coordination,IM,3.62,21-1094,3.62
21-1094.00,Complex Problem Solving,IM,3.5,21-1094,3.5
21-2011.00,Speaking,IM,4.75,21-2011,4.75
21-2011.00,Active Listening,IM,4.25,21-2011,4.62
21-2011.00,Social Perceptiveness,IM,4.12,21-2011,5
21-2011.00,Instructing,IM,4,21-2011,4
21-2011.00,Service Orientation,IM,4,21-2011,4.25
21-2011.00,Judgment and Decision Making,IM,3.88,21-2011,4
21-2011.00,Persuasion,IM,3.88,21-2011,4
21-2011.00,Reading Comprehension,IM,3.88,21-2011,4.75
21-2011.00,Time Management,IM,3.88,21-2011,3.88
21-2011.00,Writing,IM,3.88,21-2011,4.12
21-2021.00,Speaking,IM,4.12,21-2021,4
21-2021.00,Active Listening,IM,4,21-2021,4
21-2021.00,Social Perceptiveness,IM,4,21-2021,4.5
21-2021.00,Active Learning,IM,3.88,21-2021,3.88
21-2021.00,Critical Thinking,IM,3.88,21-2021,4
21-2021.00,Instructing,IM,3.88,21-2021,3.25
21-2021.00,Reading Comprehension,IM,3.88,21-2021,4
21-2021.00,Service Orientation,IM,3.88,21-2021,3.75
21-2021.00,Coordination,IM,3.75,21-2021,3.88
21-2021.00,Learning Strategies,IM,3.75,21-2021,3.88
23-1011.00,Speaking,IM,4.62,23-1011,4.88
23-1011.00,Active Listening,IM,4.5,23-1011,5
23-1011.00,Critical Thinking,IM,4.5,23-1011,5
23-1011.00,Reading Comprehension,IM,4.5,23-1011,4.88
23-1011.00,Writing,IM,4.25,23-1011,4.88
23-1011.00,Complex Problem Solving,IM,4.12,23-1011,4.25
23-1011.00,Judgment and Decision Making,IM,4.12,23-1011,4.38
23-1011.00,Negotiation,IM,4,23-1011,4.38
23-1011.00,Persuasion,IM,4,23-1011,5
23-1011.00,Active Learning,IM,3.75,23-1011,4.12
23-1012.00,Reading Comprehension,IM,4.5,23-1012,4.88
23-1012.00,Active Listening,IM,4.25,23-1012,4.25
23-1012.00,Critical Thinking,IM,4.25,23-1012,4.62
23-1012.00,Writing,IM,4.12,23-1012,4.38
23-1012.00,Speaking,IM,4,23-1012,4.25
23-1012.00,Active Learning,IM,3.75,23-1012,4.12
23-1012.00,Complex Problem Solving,IM,3.5,23-1012,3.62
23-1012.00,Judgment and Decision Making,IM,3.25,23-1012,3.62
23-1012.00,Time Management,IM,3.25,23-1012,3.25
23-1012.00,Coordination,IM,3,23-1012,3
23-1021.00,Active Listening,IM,4.25,23-1021,5.5
23-1021.00,Critical Thinking,IM,4.25,23-1021,5.12
23-1021.00,Reading Comprehension,IM,4.25,23-1021,4.75
23-1021.00,Judgment and Decision Making,IM,4.12,23-1021,4.88
23-1021.00,Writing,IM,4.12,23-1021,4.88
23-1021.00,Speaking,IM,4,23-1021,4.75
23-1021.00,Complex Problem Solving,IM,3.88,23-1021,4
23-1021.00,Social Perceptiveness,IM,3.88,23-1021,4
23-1021.00,Active Learning,IM,3.75,23-1021,4.12
23-1021.00,Monitoring,IM,3.62,23-1021,4
23-1022.00,Negotiation,IM,4.62,23-1022,4.88
23-1022.00,Active Listening,IM,4.38,23-1022,4.75
23-1022.00,Writing,IM,4.25,23-1022,4.5
23-1022.00,Reading Comprehension,IM,4.12,23-1022,4.38
23-1022.00,Speaking,IM,4.12,23-1022,4.88
23-1022.00,Critical Thinking,IM,4,23-1022,4.75
23-1022.00,Active Learning,IM,3.88,23-1022,4
23-1022.00,Complex Problem Solving,IM,3.75,23-1022,3.75
23-1022.00,Persuasion,IM,3.75,23-1022,4.25
23-1022.00,Social Perceptiveness,IM,3.75,23-1022,3.75
23-1023.00,Active Listening,IM,5,23-1023,5.88
23-1023.00,Critical Thinking,IM,4.88,23-1023,5.75
23-1023.00,Judgment and Decision Making,IM,4.25,23-1023,4.75
23-1023.00,Reading Comprehension,IM,4.25,23-1023,4.75
23-1023.00,Complex Problem Solving,IM,4.12,23-1023,5
23-1023.00,Speaking,IM,4.12,23-1023,4.88
23-1023.00,Writing,IM,4.12,23-1023,4.88
23-1023.00,Active Learning,IM,4,23-1023,4.62
23-1023.00,Social Perceptiveness,IM,4,23-1023,4
23-1023.00,Monitoring,IM,3.88,23-1023,4.12
23-2011.00,Writing,IM,4,23-2011,3.88
23-2011.00,Active Listening,IM,3.88,23-2011,4
23-2011.00,Reading Comprehension,IM,3.88,23-2011,4
23-2011.00,Speaking,IM,3.62,23-2011,4
23-2011.00,Critical Thinking,IM,3.25,23-2011,3.62
23-2011.00,Active Learning,IM,3,23-2011,3.12
23-2011.00,Complex Problem Solving,IM,3,23-2011,3
23-2011.00,Judgment and Decision Making,IM,3,23-2011,3
23-2011.00,Monitoring,IM,3,23-2011,3
23-2011.00,Service Orientation,IM,3,23-2011,3
23-2093.00,Reading Comprehension,IM,4.12,23-2093,3.88
23-2093.00,Active Listening,IM,3.75,23-2093,3.62
23-2093.00,Critical Thinking,IM,3.62,23-2093,3.62
23-2093.00,Speaking,IM,3.62,23-2093,3.5
23-2093.00,Writing,IM,3.38,23-2093,3.62
23-2093.00,Complex Problem Solving,IM,3.12,23-2093,3
23-2093.00,Time Management,IM,3.12,23-2093,3.25
23-2093.00,Active Learning,IM,3,23-2093,3.12
23-2093.00,Coordination,IM,3,23-2093,3
23-2093.00,Monitoring,IM,3,23-2093,3
25-1011.00,Speaking,IM,4.25,25-1011,4.88
25-1011.00,Instructing,IM,4.12,25-1011,4.62
25-1011.00,Active Listening,IM,4,25-1011,4.12
25-1011.00,Learning Strategies,IM,4,25-1011,4.75
25-1011.00,Reading Comprehension,IM,4,25-1011,5
25-1011.00,Writing,IM,4,25-1011,5
25-1011.00,Active Learning,IM,3.88,25-1011,4.38
25-1011.00,Critical Thinking,IM,3.88,25-1011,4.38
25-1011.00,Monitoring,IM,3.62,25-1011,4
25-1011.00,Complex Problem Solving,IM,3.5,25-1011,3.75
25-1021.00,Instructing,IM,4.12,25-1021,4.75
25-1021.00,Reading Comprehension,IM,4,25-1021,5
25-1021.00,Speaking,IM,4,25-1021,4.88
25-1021.00,Writing,IM,4,25-1021,4.88
25-1021.00,Active Learning,IM,3.88,25-1021,4.12
25-1021.00,Active Listening,IM,3.88,25-1021,4.38
25-1021.00,Critical Thinking,IM,3.88,25-1021,4.5
25-1021.00,Judgment and Decision Making,IM,3.88,25-1021,3.88
25-1021.00,Learning Strategies,IM,3.88,25-1021,4.38
25-1021.00,Complex Problem Solving,IM,3.75,25-1021,4
25-1022.00,Mathematics,IM,4.25,25-1022,4.88
25-1022.00,Speaking,IM,4.12,25-1022,4.38
25-1022.00,Active Listening,IM,4,25-1022,4
25-1022.00,Instructing,IM,4,25-1022,4.25
25-1022.00,Reading Comprehension,IM,4,25-1022,4.88
25-1022.00,Critical Thinking,IM,3.88,25-1022,4.12
25-1022.00,Learning Strategies,IM,3.88,25-1022,4.25
25-1022.00,Monitoring,IM,3.88,25-1022,4
25-1022.00,Writing,IM,3.88,25-1022,4.75
25-1022.00,Active Learning,IM,3.75,25-1022,4.12
25-1031.00,Instructing,IM,4.12,25-1031,4.88
25-1031.00,Learning Strategies,IM,4.12,25-1031,4.38
25-1031.00,Reading Comprehension,IM,4.12,25-1031,5
25-1031.00,Speaking,IM,4.12,25-1031,4.88
25-1031.00,Active Listening,IM,4,25-1031,4.38
25-1031.00,Writing,IM,4,25-1031,5
25-1031.00,Active Learning,IM,3.88,25-1031,4.5
25-1031.00,Critical Thinking,IM,3.88,25-1031,4.38
25-1031.00,Judgment and Decision Making,IM,3.88,25-1031,4.12
25-1031.00,Monitoring,IM,3.75,25-1031,4.12
25-1032.00,Instructing,IM,4.12,25-1032,4.62
25-1032.00,Learning Strategies,IM,4.12,25-1032,4.25
25-1032.00,Speaking,IM,4.12,25-1032,4.88
25-1032.00,Active Listening,IM,4,25-1032,4.12
25-1032.00,Reading Comprehension,IM,4,25-1032,4.88
25-1032.00,Critical Thinking,IM,3.88,25-1032,4.12
25-1032.00,Mathematics,IM,3.88,25-1032,4.5
25-1032.00,Writing,IM,3.88,25-1032,4.75
25-1032.00,Judgment and Decision Making,IM,3.75,25-1032,4
25-1032.00,Active Learning,IM,3.62,25-1032,4.12
25-1041.00,Instructing,IM,4.38,25-1041,4.75
25-1041.00,Learning Strategies,IM,4.12,25-1041,4.62
25-1041.00,Reading Comprehension,IM,4.12,25-1041,5
25-1041.00,Speaking,IM,4.12,25-1041,5
25-1041.00,Active Learning,IM,4,25-1041,4.5
25-1041.00,Active Listening,IM,4,25-1041,4.62
25-1041.00,Critical Thinking,IM,4,25-1041,4.12
25-1041.00,Writing,IM,4,25-1041,5
25-1041.00,Monitoring,IM,3.88,25-1041,4.25
25-1041.00,Judgment and Decision Making,IM,3.75,25-1041,4
25-1042.00,Speaking,IM,4.25,25-1042,4.75
25-1042.00,Instructing,IM,4.12,25-1042,4.38
25-1042.00,Learning Strategies,IM,4.12,25-1042,4.38
25-1042.00,Active Learning,IM,4,25-1042,4.5
25-1042.00,Active Listening,IM,4,25-1042,4.38
25-1042.00,Reading Comprehension,IM,4,25-1042,5.12
25-1042.00,Science,IM,4,25-1042,4
25-1042.00,Writing,IM,4,25-1042,4.75
25-1042.00,Critical Thinking,IM,3.88,25-1042,4.12
25-1042.00,Monitoring,IM,3.88,25-1042,3.88
25-1043.00,Instructing,IM,4.25,25-1043,4.88
25-1043.00,Learning Strategies,IM,4.12,25-1043,4.12
