business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday
MiHEBc2XAZ0c39WAul-XBA,Starbucks,1 Brookings Dr,St. Louis,MO,63130,38.649832,-90.310941,2,10,1,"Coffee & Tea, Food",,True,True,1,,True,,,u'free',,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,7:30-16:0,7:30-16:0,9:0-13:0,9:0-13:0,9:0-13:0,9:0-13:0
Eu5Fq0tpnmqnb-wh25N-vw,Shift Restaurant,2655 Ann Ave,St. Louis,MO,63104,38.6106727,-90.2240213321,4.5,74,1,"American (New), Restaurants, Tapas/Small Plates",,,,3,,False,False,False,,"{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}",,True,,True,True,False,u'beer_and_wine',,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,
3qiHeiMr-6D1Yp-DbOeJhA,The Midwestern,900 Spruce St,St. Louis,MO,63102,38.6230758,-90.1961168,4,108,1,"Barbeque, Restaurants, American (Traditional)",,True,,2,,True,True,True,u'free',"{'garage': None, 'street': None, 'validated': False, 'lot': None, 'valet': False}",,True,True,True,True,False,u'full_bar',,,"{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': False}",True,True,,u'average',"{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}",,,,,,,,,,,,,,,16:0-0:0,16:0-0:0,11:0-21:0,,17:0-3:0,11:0-3:0,11:0-21:0
o6kekNZsm35zsgg73098wg,Mitch STL,4301 Arco Ave,St. Louis,MO,63110,38.6279173,-90.2567599,5,55,0,"Beauty & Spas, Blow Dry/Out Services, Hair Salons, Men's Hair Salons, Hair Stylists, Waxing, Hair Removal",True,True,True,2,,,,,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,,,,,,,False,,,,,,,,,,,,,,,,,"{'straightperms': False, 'coloring': False, 'extensions': False, 'africanamerican': False, 'curly': False, 'kids': False, 'perms': False, 'asian': False}",,,,,0:0-0:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-18:0,10:0-16:0,
FmeoZuSHiV0eFrd5mF9DcQ,Steak ’n Shake,1253 Hampton Ave,St. Louis,MO,63139,38.6272267073,-90.2878138,2,163,1,"American (New), American (Traditional), Restaurants, Fast Food, Breakfast & Brunch, Diners, Burgers",,True,False,1,,True,True,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,False,False,False,,'none',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",,True,True,'average',"{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}",,,,,,,,,,,,True,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
rzzD6yvbPboVPbCvPDuYQQ,Havana's Cuisine,1131 Washington Ave,St. Louis,MO,63101,38.6318344,-90.1962556,5,27,1,"Food Trucks, Food, Cuban, Latin American, Restaurants",,True,,,,True,True,True,,"{u'valet': False, u'garage': None, u'street': True, u'lot': None, u'validated': None}",,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,11:0-16:0,11:0-16:0,11:0-16:0,11:0-19:0,11:0-19:0,
EKBDN90FwKHr6F7_zzSCZA,Cornflower Coffee & Tea,4530 Olive St,St. Louis,MO,63108,38.6485467,-90.2561212,4.5,44,1,"Coffee & Tea, Food, Vegetarian, Sandwiches, Restaurants",False,True,,2,,True,None,False,u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,False,False,False,False,u'none',,,,,,,u'quiet',,False,,,,,,,,,,,,,,0:0-0:0,,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0
iHjUpOCxFhFHSn1i1W3Kpg,Form Skybar,705 Olive St,St. Louis,MO,63101,38.6286259564,-90.1914671,3.5,21,1,"Bars, Lounges, Nightlife, Restaurants, Tapas/Small Plates",,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",,,,True,,True,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",,,,,,,,,,,,,,,,,,,,,,,,18:0-21:0,18:0-21:0,
WqBLvNga9zIOqdtjuOlSvQ,Rose of the Hill,2300 Edwards St,St. Louis,MO,63110,38.613257,-90.2751254,4,8,1,"Venues & Event Spaces, Event Planning & Services, Italian, Restaurants",,True,True,2,,True,False,True,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,True,False,,u'full_bar',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,True,,,,,,,,,,,,,,,,,,0:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0
_6nzD_8pIPj4v6VNN48XWw,Cheap Cheap Movers,"",St. Louis,MO,63146,38.6887567,-90.4643906,2,5,1,"Home Services, Movers, Local Services, Junk Removal & Hauling, Piano Services, Musical Instrument Services",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,4:30-5:0,7:0-22:0,9:0-17:0,7:0-22:0,7:0-22:0,7:0-22:0
KbGLbMi7LNgdsdYg9hWm_g,Stlmakeup & Lash Studio,"3802 S Lindbergh Blvd, Ste 107",St. Louis,MO,63127,38.5498043195,-90.4058879789,5,5,1,"Eyelash Service, Makeup Artists, Beauty & Spas",True,True,True,3,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8n-1WtPzdzgxD3st80hAUA,YogaSix - St. Louis,5724 Oakland Ave,St. Louis,MO,63110,38.6302025924,-90.2823122307,4,102,1,"Active Life, Boot Camps, Yoga, Fitness & Instruction",False,True,True,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-18:0,8:0-14:0,8:0-14:0
uBfQrP5U7XSxQX5XzM0oSw,Cafe Balaban's,412 N Euclid Ave,St. Louis,MO,63108,38.6487828,-90.260694,3.5,87,0,"Venues & Event Spaces, Event Planning & Services, Food, Bars, American (New), Tapas/Small Plates, Nightlife, Pop-Up Restaurants, Beer, Wine & Spirits, Caterers, Tapas Bars, Wine Bars, American (Traditional), French, Restaurants, Breakfast & Brunch",,True,False,2,,True,True,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,False,True,,u'full_bar',False,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",False,u'outdoor',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",False,,,,,,,,,,15:0-19:0,15:0-19:0,17:0-22:0,17:0-22:0,15:0-19:0
vLGvE2piqVCNiIgxsT3fNA,UPBAR,3763 Forest Park Ave,St. Louis,MO,63108,38.6347968833,-90.2397697598,3,32,1,"Sandwiches, Waffles, Restaurants, Nightlife, Bars, Cocktail Bars",False,True,False,,False,True,False,False,u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}",True,True,True,True,False,False,u'full_bar',,,,True,,,,,False,u'outdoor',,,,,False,True,,,,,,,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-0:0,16:0-0:0,
1ODCW3xAVtoUnBBgrL07sQ,Chroma,4041 Chouteau Ave,St. Louis,MO,63110,38.6283259377,-90.2484068164,5,8,1,"Real Estate, Apartments, Home Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,,
hJkkXDmu6woTWD300bw09w,The Beerhouse,777 River City Casino Blvd,St. Louis,MO,63125,38.531399,-90.264834,3,58,1,"Restaurants, Food, Nightlife, Sports Bars, Burgers, American (New), Bars, Breweries",,True,False,2,,True,False,False,'free',"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,True,True,True,,'full_bar',False,'casual',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}",,True,,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,"{u'dj': False, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}",,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,,,,,,,,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-1:0,11:0-1:0,11:0-23:0
aGwD5t1ZW_z-PPcNokMaTw,Batteries Plus Bulbs,3567 Ritz Ctr,St. Louis,MO,63125,38.5066691635,-90.3247395399,3.5,11,1,"Shopping, Electronics, Electronics Repair, Battery Stores, Local Services, Mobile Phone Repair, Lighting Fixtures & Equipment, IT Services & Computer Repair, Home Services",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,8:0-19:0,8:0-19:0,9:0-17:0,8:0-17:0,9:0-17:0,10:0-17:0
mcIkOaapdHHV44fZtAROVA,Lawn Love Lawn Care - St Louis,"",St. Louis,MO,63105,38.6446552,-90.3301342,2.5,27,1,"Home Services, Gardeners, Landscaping, Gutter Services, Lawn Services",True,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0
u5BENe9XtxG5cQkoFOnKwQ,C Edward Boyer - Best Home Furnishings,"11182 S Towne Sq, B",St. Louis,MO,63123,38.513819,-90.3387323,2,5,1,"Home Decor, Home Services, Furniture Stores, Interior Design, Home & Garden, Shopping",,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,12:0-17:0
bexfuMNPTX1Lo29eUMO_GQ,Miracle on Chouteau,1740 Chouteau Ave,St. Louis,MO,63103,38.6199626,-90.2091339,4,10,0,"Nightlife, Cocktail Bars, Bars",,True,True,2,,,False,,,,,False,False,False,True,,,False,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': False}",,False,,,,,,,False,,,,,,,,,,,4:0-23:30,4:0-23:30,4:0-23:30,4:0-23:30,4:0-23:30,4:0-23:30,4:0-23:30
-ebwX4cjBDsZtPnvW1M_BA,The Old Spaghetti Factory,727 N First St,St. Louis,MO,63102,38.63061,-90.18351,3,309,1,"Italian, Restaurants, Event Planning & Services, Caterers",,True,False,2,,True,True,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,True,True,False,u'full_bar',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,True,,u'average',"{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}",,,,,,,,,,,,,,,0:0-0:0,11:30-21:0,11:30-21:0,11:30-21:0,17:0-22:0,11:30-20:30,11:30-19:0
ePRAae1MeWJlvDsGZK3DNw,US Van Lines,1785 Pennsylvania Ave,St. Louis,MO,63133,38.6837707,-90.3134578,2.5,24,1,"Home Services, Movers",False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,9:0-14:0,
exrvCKEGg1Ays38rKLOdhA,Starbucks,10701 Natural Bridge Rd,St. Louis,MO,63145,38.74222,-90.3641295311,1,13,1,"Food, Coffee & Tea",,True,False,2,,True,,False,u'free',"{u'valet': False, u'garage': None, u'street': False, u'lot': None, u'validated': False}",,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,4:30-19:0,4:30-19:0,4:30-19:0,4:30-19:0,4:30-19:0,4:30-19:0,4:30-19:0
MV_3R921R-hSCIWYA2SA4A,Midas,3538 S Kingshighway,St. Louis,MO,63139,38.594621,-90.270901,4,20,1,"Automotive, Tires, Oil Change Stations, Auto Repair",,True,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-16:0,
7X4Gtu-BUjP7qRanf4-xLA,Emporium Smoke Shop,6254 Delmar Blvd,St. Louis,MO,63130,38.6553899,-90.3016713,4,11,1,"Tobacco Shops, Vape Shops, Head Shops, Local Flavor, Shopping",False,True,True,3,,,,,,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,12:0-18:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,10:0-19:0
bqR_3sT_rNp0hZglPtX6rw,Mission Taco Joint - Historic Soulard,908 Lafayette Ave,St. Louis,MO,63104,38.6108526148,-90.2031170541,4,578,1,"Restaurants, Cocktail Bars, Tacos, Latin American, Mexican, Bars, Nightlife, Beer Bar",False,True,True,1,False,True,True,True,u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,False,True,False,False,u'full_bar',True,'casual',"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}",True,True,False,'average',"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",False,u'no',{'dj': False},False,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",,,,,,,,,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
PP-0tBcF-ovzNQx_tkPPPw,Suntrup Ford Westport,2020 Kratky Rd,St. Louis,MO,63114,38.6969157,-90.4056707,2.5,35,1,"Car Rental, Automotive, Auto Repair, Hotels & Travel, Car Dealers, Auto Parts & Supplies",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:30-21:0,8:30-18:0,8:30-21:0,8:30-18:0,8:30-21:0,8:30-18:0,
riWkkoambT47n3fUjy6gEg,Treats Unleashed,1620 S Hanley Rd,St. Louis,MO,63144,38.6247939,-90.334445,4.5,29,1,"Pets, Pet Groomers, Pet Stores, Pet Services, Couriers & Delivery Services, Local Services",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-16:0,9:0-16:0,9:0-18:0
spo7kwg_I4nafkT-HLfWSA,Krab Kingz,5860 Delmar Blvd,St. Louis,MO,63112,38.6542293102,-90.2893851471,4,99,1,"Restaurants, Seafood",,True,,2,,True,True,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,False,False,False,u'none',,,"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}",,True,,,"{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': None, 'brunch': None, 'breakfast': None}",,,,,,,,,,,,,,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-19:0
G3hJxTP1RNu5O800OrbdcA,Smoothie King,1211 Pine St,St. Louis,MO,63103,38.62916,-90.19814,3,37,1,"Juice Bars & Smoothies, Food, Health Markets, Specialty Food",,True,True,2,,True,True,,'no',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,0:0-0:0,7:0-16:0,7:0-19:0,7:0-19:0,7:0-19:0,9:0-20:0,11:0-18:0
Lx4D8c-q3E97dTNGnjlWmA,Acosta Hair Design,"1901 Park Ave, Ste 1front",St. Louis,MO,63104,38.6173186,-90.2122569,5,6,1,"Shopping, Beauty & Spas, Fashion, Hair Salons, Women's Clothing",True,True,False,,,,,,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,,,,,,,,,,,,,,,False,,,,,,,,,"{'straightperms': False, 'coloring': True, 'extensions': False, 'africanamerican': False, 'curly': True, 'kids': False, 'perms': False, 'asian': True}",,,,,0:0-0:0,12:0-20:0,10:0-17:0,12:0-20:0,10:0-16:0,,
QCPhg4xl22h2IuCKGmkaNw,City Place Hotel,200 N 4th St,St. Louis,MO,63102,38.6270213794,-90.1881847909,1.5,150,0,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",,True,,2,,,,,u'no',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
oD8mBsHWciM_t19LN-scjw,Small Change,2800 Indiana Ave,St. Louis,MO,63118,38.6026045,-90.2220658,4.5,32,1,"Dive Bars, Nightlife, Bars, Cocktail Bars",,True,,2,False,,,,'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,True,True,False,True,'full_bar',,,"{'touristy': False, 'hipster': None, 'romantic': None, 'divey': True, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': True, 'casual': True}",,True,,'average',,,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}",,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,,,,,,,,16:0-23:0,,16:0-23:0,16:0-23:0,16:0-0:0,16:0-0:0,16:0-22:0
fewJ6PMS-dcOoMzrcyvFXA,BOBQ,571 Melville Ave,St. Louis,MO,63130,38.6557078,-90.3054795,4.5,36,1,"Korean, Restaurants",,True,False,,,True,True,,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,True,True,,,u'none',,,"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}",True,False,,,,,,,,,,,,,,,,,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-21:0
Z9w4TYuAgv_sze1NOZ4uIA,Filomena's Italian Kitchen,9900 Manchester Rd,St. Louis,MO,63122,38.6050212,-90.3779668,3.5,117,0,"Event Planning & Services, Italian, Caterers, Restaurants",,True,True,1,,True,None,True,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,True,False,,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",,True,,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-20:0
dl0k_EKOOSwsN9DOXMrznA,St Louis County & Yellow Taxi,4628 Crossroads Industrial Dr,St. Louis,MO,63044,38.7756496,-90.4503107,3,106,1,"Couriers & Delivery Services, Health & Medical, Airport Shuttles, Hotels & Travel, Medical Transportation, Limos, Transportation, Taxis, Local Services, Public Transportation",,True,,,,,,,u'no',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
EAIFPr1cHc9lWh_vVPvORw,Double D's Pizzeria,13150 Tesson Ferry Rd,St. Louis,MO,63128,38.4882859,-90.3831208,4.5,84,1,"Food, Italian, Beer, Wine & Spirits, Restaurants, Pizza",,True,False,2,,True,True,True,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,False,True,False,,u'beer_and_wine',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,True,,'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0
HKS-63JzfR0DMNVLBuokYw,Mission Taco Joint - Delmar Loop,6235 Delmar Blvd,St. Louis,MO,63130,38.6557463783,-90.3008376326,4,1019,1,"Bars, Nightlife, Mexican, Restaurants, Beer Bar, Cocktail Bars",False,True,True,2,False,True,True,True,u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,None,True,False,True,u'full_bar',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,True,None,u'average',"{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",False,u'outdoor',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",False,,,,,,,,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
GtwG8Kxgu_8nCdA8SiHKLw,Chido Stylez,2820 Cherokee St,St. Louis,MO,63118,38.5938886133,-90.230906311,5,5,1,"Barbers, Hair Stylists, Hair Salons, Beauty & Spas",,True,,,,,,,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,,,,,,,,,,,,,,,,,,,,,,,"{'straightperms': False, 'coloring': True, 'extensions': False, 'africanamerican': True, 'curly': True, 'kids': True, 'perms': True, 'asian': True}",,,,,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-17:30
jSuZLBcizCHmvMEk43iqsA,Tower at OPOP Apartments,411 N 8th St,St. Louis,MO,63101,38.6298090406,-90.1920054533,3,17,1,"Apartments, University Housing, Real Estate, Home Services",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-17:30,9:0-17:30,9:0-17:30,9:0-17:30,9:0-17:30,,
o5Qll5GjatVN2srhl6vLrw,Advance Auto Parts,3510 Gravois Ave,St. Louis,MO,63118,38.593084577,-90.2424247639,2,7,1,"Automotive, Auto Parts & Supplies",,True,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,9:0-20:0
DhDndApZGZZpzEpAiExO-g,Sunflower Massage Studio,1524 S Big Bend Blvd,St. Louis,MO,63117,38.6255297,-90.3201339,4,42,0,"Beauty & Spas, Massage, Health & Medical, Massage Therapy",True,True,True,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
y3SNJdB1afxDIUBSIJkJ3w,Air Comfort Service,11920 Missouri Bottom Rd,St. Louis,MO,63042,38.7660222,-90.392452,4,13,1,"Home Services, Contractors, Electricians, Heating & Air Conditioning/HVAC",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
XWoGfbjiWCiciUgXEJzKpA,St. Louis Bread,10336 Clayton Rd,St. Louis,MO,63131,38.6326892223,-90.4071512818,2.5,47,0,"Soup, Restaurants, Salad, Bagels, Sandwiches, Breakfast & Brunch, Food",,True,True,1,,True,True,True,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,True,True,False,,'none',True,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,True,True,'quiet',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}",,,,,,,,,,,,,,,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0
TM5rxP1yj7s7mEueqGV3zQ,Pitch It & Forget It,12961 Maurer Industrial Dr,St. Louis,MO,63127,38.5217569,-90.4181253,5,6,1,"Junk Removal & Hauling, Local Services",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,7:0-12:0,
ZBBSWxbzOY0sYWoqPM7x6A,Westrich Photography,7925 Clayton Rd,St. Louis,MO,63117,38.6378643,-90.3410475,3.5,7,1,"Event Planning & Services, Session Photography, Painters, Photographers, Home Services, Event Photography",,True,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,,
